License_Number,License_State,License_Type,License_Status,Issue_Date,Expiration_Date,Days_Until_Expiration,Renewal_Cycle_Months,Provider_ID,Provider_NPI,Provider_First_Name,Provider_Last_Name,Provider_Email,Provider_Specialty,Provider_Role,Total_CME_Hours_Required,CME_Renewal_Period_Months,Min_Category1_Hours,Max_Category2_Hours,Opioid_Hours_Required,Pain_Management_Hours_Required,Ethics_Hours_Required,Other_Special_Topics,Compliance_Status,Total_Hours_Required,Total_Hours_Completed,Completion_Percentage,State_Code,Board_Type,Rollover_Allowed,Max_Rollover_Hours
MO-MD-691781,MO,MD,expired,4/30/2024,8/14/2025,-97,36,f90915fa-0451-4fa3-af9c-bdb1519e706f,,Amanda,Peterson,provider.md151@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,25,100.00%,,,No,
MO-MD-960723,MO,MD,active,8/30/2024,1/4/2026,46,12,8880eec3-2dcb-42e6-94df-a9d5e22832c5,,Sarah,Gordon,provider.md155@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,13,100.00%,,,No,
MODO43383,MO,DO,active,11/19/2021,7/12/2027,600,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO291708,MS,DO,active,9/29/2023,11/14/2026,360,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO447243,MS,DO,expired,2/8/2021,2/17/2026,90,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO594617,MS,DO,active,11/7/2020,10/4/2028,1050,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO602343,MS,DO,active,9/18/2020,3/19/2026,120,24,8495a3ca-7b4e-40f1-857e-f1f031bae25c,2878302583,Mary,Williams,prov.do26@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO951168,MS,DO,inactive,12/2/2020,5/13/2027,540,24,80c12e21-9369-455d-9f6e-378f88c14507,9158068667,Phillip,Morales,prov.do44@example.com,Cardiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD669166,MS,MD,active,3/23/2023,1/18/2026,60,24,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MS-DO-278779,MS,DO,expired,5/25/2023,4/4/2025,-229,24,3acc9d5f-987f-4787-8674-e7c7067bcec0,,Andrew,Morgan,provider.do160@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,19,100.00%,,,No,
MS-DO-310347,MS,DO,expired,1/29/2023,6/27/2024,-510,36,c025458f-bfa0-4b69-a168-804e5346416c,,Amy,Braun,provider.do156@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,34,100.00%,,,No,
MS-DO-356820,MS,DO,suspended,8/18/2023,8/11/2027,630,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MS-DO-571150,MS,DO,active,1/13/2021,9/15/2026,300,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MS-DO-610942,MS,DO,active,10/9/2021,1/13/2027,420,24,e8bd5222-3209-417a-9591-f9ab57fc11d5,3559026444,Rodney,James,prov.do43@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MS-DO-928012,MS,DO,expired,7/23/2021,3/25/2023,-970,36,a324347a-2167-40d7-8308-6641673ef8bd,,Cory,Wilson,provider.do157@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,11,100.00%,,,No,
MS-MD-334434,MS,MD,active,5/4/2024,7/12/2027,600,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MS-MD-465374,MS,MD,active,12/22/2021,4/18/2026,150,24,699b9650-db4c-45fe-b3b2-197a189be0b6,4593839774,Chelsea,Miles,prov.md19@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MS-MD-755999,MS,MD,expired,5/13/2022,8/10/2023,-832,24,99ca5eb4-ab9a-4853-a86f-1199fe509ab4,,Wanda,Martinez,provider.md158@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
MS-MD-894541,MS,MD,active,6/11/2024,1/31/2026,73,36,9e4d5b4b-a061-45e3-b410-05e3640373d7,,Jason,Reed,provider.md159@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
MSDO63226,MS,DO,expired,7/19/2020,11/14/2026,360,24,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MSMD68380,MS,MD,suspended,4/7/2023,8/16/2026,270,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MSMD95937,MS,MD,active,12/22/2022,9/15/2026,300,24,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO460555,MT,DO,inactive,12/17/2022,5/13/2027,540,12,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO646436,MT,DO,active,1/29/2022,10/15/2026,330,12,ee421a02-2db1-4d9e-a25c-ce69e1f021d4,4165621560,Katelyn,Luna,prov.do21@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MT-DO-172161,MT,DO,expired,11/28/2022,12/26/2023,-694,36,01c77bbd-ff0b-4d06-8934-efc10e6bbbf2,,Eric,Sanchez,provider.do162@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
MT-DO-300057,MT,DO,active,3/30/2020,6/12/2027,570,12,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MT-DO-452737,MT,DO,expired,3/20/2023,9/19/2024,-426,12,1ecf4e7d-ed99-4b30-84a3-16af68e7f14d,,Timothy,Henderson,provider.do163@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
MT-DO-475092,MT,DO,suspended,7/31/2023,12/9/2027,750,12,cc54f874-87fd-457c-b0b8-8b1495feb0af,8572189496,Savannah,Brooks,prov.do42@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MT-MD-381846,MT,MD,active,3/23/2021,9/15/2026,300,12,1b95c543-bae1-4ae6-b55d-58a2daeafb54,4548152315,Erica,Brown,prov.md20@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MT-MD-475555,MT,MD,expired,1/28/2022,3/23/2023,-972,12,aa0f676f-b964-41bd-8344-06080cda658c,,Eric,Hunt,provider.md161@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
MT-MD-475651,MT,MD,expired,7/6/2024,10/27/2025,-23,12,c47f5182-f304-4b71-b4af-969915c58b2c,,David,Parker,provider.md165@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,10,100.00%,,,No,
MT-MD-570613,MT,MD,active,6/8/2020,1/18/2026,60,12,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MT-MD-606065,MT,MD,expired,4/7/2023,1/2/2025,-321,36,b2caddce-57fe-4de1-b468-28dbcf3d55df,,Jessica,Bishop,provider.md164@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
MTDO26983,MT,DO,expired,1/19/2024,6/6/2028,930,12,8495a3ca-7b4e-40f1-857e-f1f031bae25c,2878302583,Mary,Williams,prov.do26@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MTDO44870,MT,DO,active,9/25/2020,5/7/2028,900,12,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MTDO57789,MT,DO,active,12/5/2021,10/4/2028,1050,12,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MTDO91569,MT,DO,active,9/20/2021,9/15/2026,300,12,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MTMD50993,MT,MD,expired,12/15/2022,6/17/2026,210,12,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MTMD60275,MT,MD,active,1/31/2024,5/18/2026,180,12,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MTMD88045,MT,MD,suspended,1/30/2022,5/7/2028,900,12,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MTMD89349,MT,MD,expired,12/3/2024,12/14/2026,390,12,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO254003,NC,DO,active,2/28/2024,2/7/2028,810,12,2fa889b2-0a0e-42ce-b6e8-5eb9b0533b6c,7865430637,Christopher,Grant,prov.do35@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO258341,NC,DO,expired,5/25/2024,8/11/2027,630,12,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NC-DO-312111,NC,DO,active,9/13/2021,4/13/2027,510,12,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NC-DO-929618,NC,DO,expired,7/30/2023,11/23/2024,-361,24,e3cd95c0-bc6e-43ed-bfff-2db09fcb872f,,Jonathan,Montgomery,provider.do168@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,34,100.00%,,,No,
NC-MD-147605,NC,MD,expired,1/25/2023,3/7/2024,-622,12,1dd0845f-570d-4891-b4c2-f4fbe8620b83,,Benjamin,Shelton,provider.md167@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,18,100.00%,,,No,
NC-MD-256796,NC,MD,expired,8/9/2022,5/5/2024,-563,36,ea76573a-4b04-4079-b9a5-a9acede98dce,,Sean,Hardin,provider.md169@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
NC-MD-427611,NC,MD,expired,8/16/2023,10/25/2024,-390,12,a1f04c23-af7d-4d78-aa85-1451b0c00d91,,Donna,Williams,provider.md170@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,44,100.00%,,,No,
NC-MD-930652,NC,MD,expired,7/16/2022,9/16/2023,-795,12,9c7374d4-e059-403e-9248-132082b5c0d7,,Denise,Vega,provider.md166@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,10,100.00%,,,No,
NCMD81061,NC,MD,inactive,12/14/2024,7/6/2028,960,12,0ad23beb-9aaa-4c4e-bc47-d4a2c1751e18,5480186396,Joe,Parker,prov.md37@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO478114,ND,DO,active,11/9/2021,7/6/2028,960,12,e8bd5222-3209-417a-9591-f9ab57fc11d5,3559026444,Rodney,James,prov.do43@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO571514,ND,DO,expired,8/2/2021,12/9/2027,750,12,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD251410,ND,MD,inactive,6/16/2020,6/12/2027,570,12,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD351606,ND,MD,active,8/29/2024,3/14/2027,480,12,e940214d-542a-4f06-bf6e-0c55250cb610,1259369420,Jonathan,Taylor,prov.md40@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD485508,ND,MD,active,8/2/2022,2/17/2026,90,12,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD654580,ND,MD,inactive,12/24/2023,7/12/2027,600,12,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ND-DO-153944,ND,DO,active,9/4/2021,3/19/2026,120,12,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ND-DO-642201,ND,DO,active,6/13/2022,8/11/2027,630,12,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ND-DO-653329,ND,DO,active,2/24/2021,1/18/2026,60,12,ee421a02-2db1-4d9e-a25c-ce69e1f021d4,4165621560,Katelyn,Luna,prov.do21@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ND-DO-704546,ND,DO,active,2/5/2023,10/10/2027,690,12,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ND-DO-743519,ND,DO,active,10/31/2023,12/19/2025,30,12,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ND-MD-274187,ND,MD,expired,12/11/2022,2/26/2024,-632,24,af79b63d-0001-43e7-acbd-120209282f8b,,Kelly,Castillo,provider.md174@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,31,100.00%,,,No,
ND-MD-282129,ND,MD,expired,3/28/2023,8/21/2024,-455,24,cf1c1d18-b169-45fd-95d8-97908a4bd521,,Daniel,Thomas,provider.md171@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,51,100.00%,,,No,
ND-MD-674931,ND,MD,expired,12/28/2021,4/30/2023,-934,12,82254287-e43d-4902-8804-70b2ad0e8955,,Abigail,Williams,provider.md172@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,34,100.00%,,,No,
ND-MD-700413,ND,MD,expired,5/10/2022,10/9/2023,-772,12,a30a3118-6b3e-4825-b38f-418c0d9a3a46,,Sharon,Johnson,provider.md173@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,15,100.00%,,,No,
ND-MD-702747,ND,MD,expired,3/21/2024,9/6/2025,-74,24,fefbcc5c-e977-497b-9064-9f92e6b7806b,,Mark,Woods,provider.md175@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
ND-MD-797794,ND,MD,inactive,8/17/2023,4/18/2026,150,12,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NDDO59716,ND,DO,active,10/19/2021,4/7/2028,870,12,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NDDO79784,ND,DO,expired,6/8/2023,2/7/2028,810,12,92427550-a01a-48ac-ba8b-8209ffc5a514,2321005349,Tonya,Barker,prov.do46@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NDMD20969,ND,MD,active,10/30/2021,6/17/2026,210,12,edc52402-e3ad-4bd1-a9f4-a95d8eb535f6,9051480099,Zachary,Dixon,prov.md23@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NDMD41110,ND,MD,active,9/4/2024,7/17/2026,240,12,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NDMD76092,ND,MD,active,9/26/2021,9/4/2028,1020,12,699b9650-db4c-45fe-b3b2-197a189be0b6,4593839774,Chelsea,Miles,prov.md19@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO279196,NE,DO,expired,2/28/2022,10/10/2027,690,24,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO909094,NE,DO,active,3/25/2022,7/12/2027,600,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD134218,NE,MD,inactive,4/30/2022,3/19/2026,120,24,bf89567f-e7ec-4f88-9962-76df691e69f6,3165108795,Thomas,Cox,prov.md34@example.com,Internal Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD267185,NE,MD,expired,8/16/2020,9/15/2026,300,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NE-DO-322067,NE,DO,active,8/14/2020,9/15/2026,300,24,fe62d1e3-0e3b-4104-a319-fbc3c5768640,2726807263,Lori,Stokes,prov.do36@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NE-DO-597540,NE,DO,active,6/16/2021,3/14/2027,480,24,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NE-DO-891020,NE,DO,expired,3/10/2022,4/26/2023,-938,36,82e7dd9d-49f0-48d0-800b-27ffa30a1370,,Keith,Duran,provider.do179@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,24,100.00%,,,No,
NE-MD-227905,NE,MD,expired,9/20/2021,5/15/2023,-919,36,0bd1e0ba-b5b2-4644-a6ce-fa91654b501c,,Michael,Garza,provider.md176@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
NE-MD-319820,NE,MD,inactive,7/24/2022,1/13/2027,420,24,e940214d-542a-4f06-bf6e-0c55250cb610,1259369420,Jonathan,Taylor,prov.md40@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NE-MD-545640,NE,MD,active,9/16/2024,8/13/2026,267,12,f735a780-6ae4-456b-9a25-cb265b8bc1a3,,Steve,Daniels,provider.md178@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,7,100.00%,,,No,
NE-MD-644426,NE,MD,expired,11/18/2023,5/14/2025,-189,12,4cb40aa7-3480-46c0-88bc-1248b71bb9c7,,Colleen,Joyce,provider.md177@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,14,100.00%,,,No,
NE-MD-830979,NE,MD,expired,5/1/2023,4/10/2025,-223,36,386ee01d-71c9-4db5-8f5e-b0fe4d983427,,Patricia,Harris,provider.md180@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,35,100.00%,,,No,
NEDO10744,NE,DO,suspended,5/24/2022,4/13/2027,510,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NEDO21610,NE,DO,active,10/18/2024,12/9/2027,750,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NEDO34442,NE,DO,active,5/7/2022,1/8/2028,780,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NEDO38125,NE,DO,expired,8/2/2023,5/13/2027,540,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NEMD25380,NE,MD,active,7/1/2023,2/7/2028,810,24,2efe963a-1747-441f-89a6-746cb2d1bf33,8778511591,Maureen,Baker,prov.md18@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NEMD80108,NE,MD,active,5/11/2024,4/18/2026,150,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NEMD91515,NE,MD,active,12/24/2023,9/4/2028,1020,24,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO447407,NH,DO,expired,8/7/2022,7/6/2028,960,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NH-DO-188711,NH,DO,active,11/27/2022,10/10/2027,690,24,d0675555-ef00-45b5-a800-43bfaa61f563,7724256114,James,Thomas,prov.do31@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NH-DO-740721,NH,DO,active,12/16/2024,10/15/2026,330,24,2fa889b2-0a0e-42ce-b6e8-5eb9b0533b6c,7865430637,Christopher,Grant,prov.do35@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NH-MD-187951,NH,MD,expired,7/13/2022,12/19/2023,-701,12,bf5ac023-5a1b-48b2-bf24-284eb5f79ea6,,Rebecca,Cross,provider.md183@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,28,100.00%,,,No,
NH-MD-355304,NH,MD,expired,4/2/2022,6/5/2023,-898,12,e4208b68-6f37-458b-a78e-63e421cc4332,,Jason,Bell,provider.md182@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,45,100.00%,,,No,
NH-MD-484276,NH,MD,expired,5/16/2022,12/27/2023,-693,36,2dcb45d9-9907-4cd7-bd80-9a8a56eebc6d,,Ebony,Odom,provider.md184@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,6,100.00%,,,No,
NH-MD-519451,NH,MD,expired,2/2/2021,8/21/2022,-1186,12,5457eba3-d4cd-4cf0-8077-f15ec22fc8f3,,Nicholas,Rush,provider.md181@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,16,100.00%,,,No,
NH-MD-897336,NH,MD,active,7/17/2022,10/4/2028,1050,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NH-MD-982477,NH,MD,expired,11/8/2022,1/30/2024,-659,36,d9701424-8211-445c-8af6-2c7993801b89,,Jeremy,Ellison,provider.md185@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,30,100.00%,,,No,
NHDO51528,NH,DO,active,8/13/2022,1/18/2026,60,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NHDO87588,NH,DO,expired,12/25/2024,9/10/2027,660,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO833431,NJ,DO,active,1/10/2023,6/12/2027,570,24,cc54f874-87fd-457c-b0b8-8b1495feb0af,8572189496,Savannah,Brooks,prov.do42@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD987568,NJ,MD,inactive,3/5/2020,3/14/2027,480,24,0ad23beb-9aaa-4c4e-bc47-d4a2c1751e18,5480186396,Joe,Parker,prov.md37@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NJ-DO-509814,NJ,DO,active,6/18/2020,2/17/2026,90,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NJ-DO-663927,NJ,DO,suspended,10/8/2023,10/15/2026,330,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NJ-DO-717546,NJ,DO,inactive,9/21/2020,10/4/2028,1050,24,30462ac3-fe6f-4f41-b820-a5c164976bc9,1607881441,Thomas,Turner,prov.do47@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NJ-MD-116054,NJ,MD,expired,1/25/2024,3/26/2025,-238,24,ed48d12e-241f-494f-b7de-5359ad946dd4,,Samantha,Thompson,provider.md189@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
NJ-MD-204783,NJ,MD,expired,1/21/2021,10/16/2022,-1130,36,344b9e7b-fbb5-4ca6-a7ea-483832419397,,Robert,Gonzalez,provider.md186@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,13,100.00%,,,No,
